"IDCLOUD";"ID";"IDCIDADE";"IDREPRESENTANTE";"NOMEFANTASIA";"NOMECONTATO";"RAZAOSOCIAL";"CNPJ";"CNAE";"INSCRICAOESTADUAL";"EMAIL";"RAMOATIVIDADE";"REPRESENTANTE";"NOVO";"STATUS";"ATIVO";"CEP";"BAIRRO";"CIDADE";"COMPLEMENTO";"NUMERO";"ENDERECO";"UF";"DATAVIGENCIA";"CADASTRADAPOR";"OBSERVACOES";"FONECOBRANCA";"FONEADICIONAL";"DATAINICIO";"DIASLICENCAPROVISORIA";"VALORMENSALIDADE";"VALORIMPLANTACAO"
25633299;256;4563;0;"SEVEN COFFE CLUB";"BRUNO";"K RUBI KOBER";"33299039000100";"";"9081093170";"cristiankobber01@gmail.com";"0";"ANDERSON";"N";1;"";"85810090";"CENTRO";"CASCAVEL";"";3219;"R. SETE DE SETEMBRO";"PR";"";"";"

";"984335818";"";"04/11/2019";0;"150";"0"
25710895;257;4563;0;"GALETTOS RESTAURANTE";"JUSSARA";"GALETTOS RESTAURANTE";"36293509000117";"";"9048379114";"@";"0";"";"N";1;"";"85812001";"CENTRO";"CASCAVEL";"";5179;"AV. BRASIL ";"PR";"";"";"

";"33067008";"";"07/11/2019";0;"0";"0"
25828433;258;4563;0;"DOGTOWN";"RICARDO";"GOLDEN STATE BAR LTDA";"28433752000165";"";"9076632801";"goldenstatebarltda@gmail.com";"0";"";"N";1;"";"85810011";"CENTRO";"CASCAVEL";"";4444;"RUA PARANA";"PR";"";"";"
";"45991334714";"";"07/11/2019";0;"0";"0"
25935440;259;4607;0;"MOCA CHIC - IBIPORA";"CIDA";"TORRES & MENEGON LTDA";"35440091000160";"";"9083221183";"dlegaliza.conquista@hotmail.com";"0";"";"";1;"";"8620000";"CENTRO";"IBIPORA";"";50;"AV  SOUZA NAVES";"PR";"";"";"";"43932589981";"";"12/11/2019";0;"0";"0"
26033791;260;4563;0;"DOUCE ANNE";"DIEGO";"SAKATA E CIA LTDA";"33791327000188";"";"9081610093";"fabricio190591@hotmail.com";"0";"DANIEL";"N";1;"";"85810050";"CENTRO";"CASCAVEL";"";729;"RUA FORTALEZA";"PR";"";"";"

";"4530371922";"";"18/11/2019";0;"0";"0"
26126826;261;4587;0;"MENINO DO IPHONE";"LUCAS";"EDUARDO GABRIEL SIMOES LOUCAO";"26826116000178";"";"";"lucas.mmarcon@hotmail.com";"0";"";"N";3;"";"85935000";"JARDIM EUROPA";"ASSIS CHATEAUBRIAND";"";193;"R. PORTUGAL";"PR";"";"";"
";"44999992295";"";"21/11/2019";0;"0";"0"
26234163;262;1778;0;"RESTAURANTE MARINHEIRO";"ERIVALDO";"ERIVALDO RIBEIRO DE SOUZA";"34163536000140";"";"159379925";"marinheirovdcbkp@gmail.com";"0";"RAFAEL";"N";1;"";"45028080";"CANDEIAS";"VITORIA DA CONQUISTA";"";2;"AVENIDA ALIRIO SALES";"BA";"";"";"
";"07734211780";"";"21/11/2019";0;"100";"0"
26328433;263;4563;0;"BERA";"GUSTAVO";"GOLDEN STATE BAR LTDA";"28433752000165";"";"9076632801";"luis@gusberti.com.br";"0";"DANIEL";"N";1;"";"85810011";"CENTRO";"CASCAVEL";"";4144;"RUA PARANA";"PR";"";"";"
";"45999160666";"";"21/11/2019";0;"0";"0"
26429973;264;4563;0;"SABOR DE AROMA";"OSMAR";"OSMAR OGASSAWARA";"29973402000154";"";"9082896411";"osmarogassawara@hotmail.com";"0";"ANDERSON";"N";1;"";"85807090";"RECANTO TROPICAL";"CASCAVEL";"";3013;"R. FORTALEZA";"PR";"";"";"
";"999480788";"";"29/11/2019";0;"0";"0"
26533636;265;4563;0;"NOVILLO NEGRO ";"LEONARDO";"V.B CARNES E CONVENIENCIAS LTDA";"33636573000165";"";"9081445114";"novillonegrobr@gmail.com";"0";"DANIEL";"N";1;"";"85812141";"CENTRO";"CASCAVEL";"";888;"RUA OLAVO BILAC";"PR";"";"";"INICIOU
14
";"4533067310";"";"29/11/2019";0;"220";"0"
26634292;266;5582;0;"TRINDADE FOODS";"LUCIMEIRE";"JULIANE TRINDADE POLIS";"44076661000176";"";"159764404";"restaurante-panorama@hotmail.com";"0";"(empty)";"N";1;"";"47850000";"JARDIM PRIMAVERA";"LUIZ EDUARDO MAGALHAES";"(empty)";111;"RUA FLAMBOYANT";"BA";"";"";"(empty)";"7736390522";"(empty)";"02/12/2019";0;"150";"0"
26712345;267;4802;0;"JACAREZINHO BEBIDAS ITAPEMA";"mauricio";"MAURICIO JOSE RAMON PREGLER 80145835901";"12345678901230";"";"";"jacarezinhobebidas@gmail.com";"0";"";"N";1;"";"88220000";"MEIA PRAIA";"ITAPEMA";"";499;"298";"SC";"";"";"";"5491122386394";"";"03/12/2019";0;"0";"0"
26812345;268;4563;0;"BODEGUEIRA";"DANIEL";"BODEGUEIRA";"12345678901230";"";"";"suporte@controleautomacao.com.br";"0";"";"N";3;"";"85805070";"ALTO ALEGRE";"CASCAVEL";"";123;"RUA";"PR";"";"";"
";"4532260026";"";"06/12/2019";0;"0";"0"
26928097;269;4563;0;"OHMY GIN";"PAULO";"PAO COM COSTELA ALIMENTOS LTDA";"28097386000200";"";"9078753347";"paulopitarelo@hotmail.com";"0";"";"N";1;"";"85810011";"CENTRO";"CASCAVEL";"";4124;"RUA PARANA";"PR";"";"";"
";"45999160666";"";"06/12/2019";0;"0";"0"
27012345;270;4563;0;"BODEGA";"GABRIEL";"SISTEMA";"12345678901230";"";"";"email@gmail.com";"0";"";"N";3;"";"85802020";"BAIRRO";"CASCAVEL";"";123;"RUA ";"PR";"";"";"
";"4533002500";"";"09/12/2019";0;"0";"0"
27105758;271;4518;0;"BODEGA PATO BRANCO";"KAUE";"BODEGUERO BAR E PETISCARIA LTDA";"05758812000114";"";"9028668764";"setacpb@gmail.com.br";"0";"DANIEL";"N";1;"";"85501047";"CENTRO";"PATO BRANCO";"";1455;"RUA ITABIRA ";"PR";"";"";"

1100,00 integração com Mytapp
despesa de um dia 150,00 + 20,00 + 30,00
despesa com reunião - 200,00 - combustivel

";"4632250281";"";"09/12/2019";0;"350";"0"
27224859;272;1778;0;"DIEGO CUNHA CALACA";"DIEGO CUNHA";"DIEGO CUNHA CALACA";"24859007000121";"";"132866077";"diegoccalaca@gmail.com";"0";"";"N";3;"";"45028100";"CANDEIAS";"VITORIA DA CONQUISTA";"";0;"AV. OLIVIA FLORES ";"BA";"";"";"
";"71992825014";"";"11/12/2019";0;"0";"0"
27335332;273;4563;0;"BOX12";"MARCOS ";"K UECKER BAR E RESTAURANTE";"35332892000102";"";"9083158635";"contatobox12@outlook.com";"0";"DANIEL";"N";1;"";"85801021";"CENTRO";"CASCAVEL";"";2088;"RUA SAO PAULO";"PR";"";"";"300,00 RECEBER
350,00 15/15
INICIOU DIA 14

";"45999111160";"";"12/12/2019";0;"180";"0"
27412345;274;1778;0;"DELI BISCOITERIA";"CESAR";"DELY CAFETERIA LTDA";"35787366000137";"";"";"cesacunha@gmail.com";"0";"";"N";1;"";"45026100";"ALTO DA BOA VISTA";"VITORIA DA CONQUISTA";"";555;"AV. LAURA NUNES";"BA";"";"";"

";"77988071287";"";"12/12/2019";0;"0";"0"
27526287;275;4518;0;"CASA DA CERVEJA NHO LAU";"JOAO";"JL DE ANDRADE CONVENIENCIA LTDA";"41736220000165";"";"9089035284";"casadacervejaecia@live.com";"0";"DANIEL";"N";1;"";"85501039";"CENTRO";"PATO BRANCO";"";1882;"AVENIDA TUPI";"PR";"";"";"+ DESPESAS
135,00 + 60,00 +250,00";"4630252155";"";"16/12/2019";0;"0";"0"
27635671;276;4563;0;"KALED SHAWARMA";"MOACIR";"MATHEUS ANDRIANO MULLER - LANCHES";"35671682000149";"";"9083472500";"matheus98muller@gmail.com";"0";"ANDERSON";"N";1;"";"85810010";"CENTRO";"CASCAVEL";"";4461;"R. PARANA";"PR";"";"";"250,00  IMPLANTAÇÃO PARA 17/12
MENSALIDADE 90,00
INICIOU DIA 17
";"998294965";"";"16/12/2019";0;"90";"250"
27735494;277;4563;0;"CULTURE SHOCK";"WILSON";"CULTURE SHOCK ENTRETENIMENTOS LTDA";"35494427000178";"";"9083266527";"contato@arenacascavel.com.br";"0";"DANIEL";"N";1;"";"85812010";"CENTRO";"CASCAVEL";"";3980;"RUA PARANA ";"PR";"";"";"


";"4533064756";"";"17/12/2019";0;"300";"0"
27816638;278;4563;0;"CONTROLE";"ANDESON";"CONTROLE";"16638863000129";"";"11122222";"@@";"0";"";"";0;"";"8581111";"1";"CASCAVEL";"1";1;"1";"PR";"";"";"";"33069090";"";"19/12/2019";0;"0";"0"
27916638;279;4563;0;"CONTROLE ALTEARDO";"ANDERSON";"CONTROLE ALTERADO DENOVO TESTE";"16638863000129";"";"1111222211";"guiquiles@hotmail.com";"0";"GUILHERME";"N";1;"";"85805540";"PIONEIROS";"BAHIA";"(empty)";1234;"RUA TESTE";"BA";"";"";"(empty)";"33069090";"(empty)";"19/12/2019";0;"20000.5";"1250"
28033909;280;4563;0;"CLODAO LANCHES";"CLOVIS";"CLODOALDO PEREIRA RIBEIRO";"33909422000133";"";"";"clo_lu_lay@hotmail.com";"0";"DANIEL";"N";1;"";"85814276";"INTERLAGOS";"CASCAVEL";"";754;"AV LUIZ DE CAMOES";"PR";"";"";"
";"4599963952";"";"20/12/2019";0;"0";"0"
28135297;281;4583;0;"MOHAMAD RAIEF RIDA FABRICACAO E COM DE ESSENCIAS P/ ARGUILE LTDA";"MOHAMAD RAEF RIDA";"MOHAMAD RAIEF RIDA FABRICACAO E COM DE ESSENCIAS P/ ARGUILE LTDA";"35297987000132";"";"9083094645";"niedermayerfatima@outlook.com";"0";"DANIEL";"N";1;"";"85921500";"BOM PRINCIPIO DO OESTE";"TOLEDO";"";1091;"AV PRIMEIRO DE MAIO";"PR";"";"";"

";"45999977615";"";"20/12/2019";0;"850";"220"
28233468;282;4720;0;"TABACARIA SNAKE - CAMPO MOURAO";"ANDERLE";"ANDERLE E CARLETTO TABACARIA LTDA";"33468837000208";"";"9083518275";"financeiro@tabacariasnake.com.br";"0";"DANIEL";"N";1;"";"87301000";"CENTRO";"CAMPO MOURAO";"";641;"AV CAPITAO INDIO BANDEIRA";"PR";"";"";"

";"4530401959";"";"27/12/2019";0;"0";"0"
28315598;283;5085;0;"MARQUES BIER";"FRANCIELE";"RESTAURANTE MARQUES GASTROBAR LTDA";"15598392000100";"";"0240448103";"fran@galeteriacasadomarques.com.br";"0";"";"N";1;"";"92310200";"CENTRO";"CANOAS";"";1202;"R. DR. BARCELOS";"RS";"";"";"
";"33331900";"";"31/12/2019";0;"400";"0"
28428076;284;5084;0;"CANTINA MARQUES ZONA SUL";"FRAN";"CANTINA ZONA SUL EIRELI EPP";"28076691000126";"";"0963704648";"fran@galeteriacasadomarques.com.br";"0";"";"N";1;"";"91900090";"TRISTEZA";"PORTO ALEGRE";"";8;"R. TV MAJOR CUPERTINO";"RS";"";"";"
";"51984218488";"51984218488";"01/01/2020";0;"350";"0"
28533407;285;4563;0;"BURGER E CIA";"MARCOS";"BURGER E CIA";"33407563000158";"";"111222333";"@";"0";"ANDERSON";"N";3;"";"85811290";"NOVO MILENIUM";"CASCAVEL";"";1;"R. ";"PR";"";"";"


";"999860195";"";"09/01/2020";0;"0";"0"
28608185;286;4563;0;"PIZZARIA VEZARO";"JOAO PIMENTEL";"VEZARO PIMENTEL E PIMENTEL LTDA";"08185583000184";"";"9037846101";"@";"0";"ANDERSON";"N";1;"";"85814260";"INTERLAGOS";"CASCAVEL";"";736;"AV. INTERLAGOS";"PR";"";"";"
";"999142509";"";"13/01/2020";0;"0";"0"
28733966;287;4563;0;"PAZTA FAST FOOD";"ARI";"PAZTA MASSAS E GRILL LTDA";"33966626000106";"";"9081787503";"@";"0";"ANDERSON";"N";1;"";"85810160";"CENTRO";"CASCAVEL";"";2600;"R. PIO XII";"PR";"";"";"

";"999169179";"";"14/01/2020";0;"150";"0"
28833407;288;4563;0;"BURGER E CIA";"R";"BURGER E CIA";"33407563000158";"";"11122233";"@";"0";"";"N";1;"";"85811290";"CANADA";"CASCAVEL";"";49;"R. ROBERTO FUMIO AOKI";"PR";"";"";"

";"999860195";"";"25/01/2020";0;"0";"0"
28921009;289;4506;0;"DIVINA SKINNA";"ALIS TENFEN";"ALTAIR TENFEN - RESTAURANTE";"21009293000148";"";"9074680973";"pierdona@pierdona.com.br";"0";"DANIEL";"N";1;"";"85415000";"CAFELANDIA CENTRO";"CAFELANDIA";"";131;"RUA INTERVENTOR MANOEL RIBAS";"PR";"";"";"

";"999174262";"";"28/01/2020";0;"0";"0"
29035799;290;5084;0;"MARQUES RESTAURANTE";"FRANCIELE";"MARQUES RESTAURANTE";"35799537000148";"";"0963804839";"fran@galeteriacasadomarques.com.br";"0";"";"N";1;"";"95540001";"MOINHOS DE VENTO";"PORTO ALEGRE";"";1814;"R. MARQUES DO POMBAL";"RS";"";"";"




";"51980242419";"";"31/01/2020";0;"0";"0"
29123319;291;4563;0;"R.R. ALIMENTOS LTDA ME";"PAULO";"R.R. ALIMENTOS LTDA ME";"23319078000179";"";"9071166209";"kapotepaulo@gmail.com";"2";"";"N";1;"";"85818680";"CATARATAS";"CASCAVEL";"";564;"R. PRESIDENTE GETULIO VARGAS";"PR";"";"";"
";"32295588";"";"31/01/2020";0;"0";"0"
29236083;292;4571;0;"THE WALKIES - FOZ DO IGUACU";"MAICO";"PR OLIVEIRA GASTRONOMIA LTDA";"36083992000105";"";"9083809164";"thewalkies@hotmail.com";"0";"DANIEL";"N";1;"";"85853000";"VILA YOLANDA";"FOZ DO IGUACU";"";3570;"AV DAS CATARATAS";"PR";"";"";"
Iniciou - 07
";"4530281200";"";"01/02/2020";0;"0";"0"
29328540;293;4563;0;"GISELI DE PAULA RECH";"GISELE";"GISELI DE PAULA RECH";"28540891000198";"";"9083449877";"giselirech@gmail.com";"0";"ANDERSON";"N";1;"";"85817030";"PERIOLO3";"CASCAVEL";"";63;"R. GUARATUBA";"PR";"";"";"
começo dia 11
mensa 100
impl 300
";"99320114";"";"07/02/2020";0;"0";"0"
29436187;294;4511;0;"BARBEARIA DO GAUCHO";"FELIPE";"FELIPE SAMPAIO ALVES 00751844004";"36187377000149";"";"";"felipesampaioalves@hotmail.com";"0";"DANIEL";"N";1;"";"85440000";"CENTRO";"UBIRATA";"";876;"RUA MARECHAL FLORIANO PEIXOTO";"PR";"";"";"
";"44999981570";"";"13/02/2020";0;"0";"0"
29525125;295;4583;0;"GUEDES PIZZARIA";"FERNANDO";"F. J. GUEDES - PIZZARIA";"25125694000114";"";"1";"fernando_jg14@hotmail.com";"0";"DANIEL";"N";1;"";"85900050";"CENTRO";"TOLEDO";"";6235;"R SAO JOAO";"PR";"";"";"

";"4530548689";"";"15/02/2020";0;"0";"0"
29628718;296;4563;0;"CAFE DA TATA";"CHESTER";"RIALTO & SAVARIS RESTAURANTE E CHOPERIA LTDA - ME";"28718683000136";"";"9076165847";"rigonicontabilidadepatriki@hotmail.com";"0";"DANIEL";"N";1;"";"85810020";"CENTRO";"CASCAVEL";"";225;"RUA  PERNAMBUCO";"PR";"";"";"


";"45998222345";"";"17/02/2020";0;"0";"0"
29736181;297;4563;0;"EMPADA CASCAVEL";"VIVIANE";"EMPADA CASCAVEL LTDA";"36181128000146";"";"9083901133";"empadabrasilcac@hotmail.com";"0";"ANDERSON";"N";1;"";"85810210";"CENTRO";"CASCAVEL";"";1729;"R. NEREU RAMOS";"PR";"";"";"Implantação para 15/02 400,00
MENSALIDADE 100,00 OS 3 PRIMEIROS MESES
APOS 150,00

";"30371922";"";"20/02/2020";0;"0";"0"
29826970;298;4563;0;"BONI SUSHI";"JUNIOR";"BONI SUSHI LTDA";"26970275000141";"";"9074082308";"bonifacio.fabricio@hotmail.com";"0";"DANIEL";"N";1;"";"85801030";"CENTRO";"CASCAVEL";"";1986;"R RIO DE JANEIRO";"PR";"";"";"
";"44998790304";"";"26/02/2020";0;"0";"0"
29926503;299;4580;0;"ALO CAPAS SANTA HELENA";"ANDREA";"ANDREA CRISTINA DO CARMO MORAIS";"26503443000784";"";"9084220318";"@";"0";"ANDERSON";"N";1;"";"85892000";"CENTRO";"SANTA HELENA";"";1600;"AV. BRASIL";"PR";"";"";"
";"45998410881";"";"06/03/2020";0;"0";"0"
30035671;300;4563;0;"KALED SHAWARMA";"MOACIR";"MATHEUS ANDRIANO MULLER - LANCHES";"35671682000149";"";"9083472500";"@";"0";"";"N";3;"";"85810010";"CENTRO";"CASCAVEL";"";4461;"R. PARANA";"PR";"";"";"
";"98294965";"";"12/03/2020";0;"0";"0"
30116638;301;4563;0;"B SISTEMAS";"CRESPIN";"B SISTEMAS";"16638863000129";"";"111222333";"crespin.anderson@hotmail.com";"0";"";"N";1;"";"85811290";"TROPICAL";"CASCAVEL";"";1136;"AV. TOLEDO ";"PR";"";"";"
";"999865700";"";"13/03/2020";0;"0";"0"
30211333;302;4563;0;"MODA DEZ";"ILDA";"ILDA ALVES FERNANDES";"11333962000189";"";"111222333";"@";"0";"ANDERSON";"N";1;"";"85816446";"PERIOLO";"CASCAVEL";"";1479;"AV. CORBELIA";"PR";"";"";"
";"32240277";"";"17/03/2020";0;"0";"0"
30334470;303;1778;0;"CARNEIRO MANIA BAR E RESTAURANTE";"LARISSA";"CARNEIRO MANIA BAR E RESTAURANTE LTDA";"34470938000197";"";"160272870";"contabille.assessoria@hotmail.com";"0";"";"N";3;"";"45057200";"AYRTON SENNA";"VITORIA DA CONQUISTA";"";0;"ROD BA 415";"BA";"";"";"
";"7734211780";"";"17/03/2020";0;"0";"0"
30434060;304;4563;0;"MUNDO COLONIAL";"OSIR";"OSIR MORO COMERCIO DE PRODUTOS COLONIAIS LTDA.";"34060396000184";"";"9081875801";"paiolcolonial@gmail.com";"0";"ANDERSON";"N";1;"";"85801090";"CENTRO";"CASCAVEL";"";3917;"R. CARLOS GOMES";"PR";"";"";"
";"999232209";"";"20/03/2020";0;"0";"0"
30516638;305;4563;0;"ANDERSON";"ANDERSON CRESPIN";"ANDERSON";"16638863000129";"";"111222333";"anderson@controleautomacao.com.br";"2";"";"";0;"";"85810020";"CENTRO";"CASCAVEL";"";516;"R. PERNAMBUCO";"PR";"";"";"";"30966096";"";"02/04/2020";0;"0";"0"
30635672;306;4563;0;"TEXHOUSE";"MARCELO/RAFAEL";"HAMBURGUERIA MR LTDA";"35672414000141";"";"9083477579";"rafaeljheck@gmail.com";"0";"DANIEL";"N";1;"";"85810001";"CENTRO";"CASCAVEL";"";7654;"AV BRASIL";"PR";"";"";"
";"45991563085";"";"06/04/2020";0;"0";"0"
30790391;307;5374;0;"RESTAURANTE E LANCHERIA VILA RICA";"RODRIGO FRAPORTI";"SUELI S FRAPORTI E CIA LTDA.";"90391426000106";"";"0340041692";"@";"0";"";"N";1;"";"98035210";"CENTRO";"CRUZ ALTA";"";535;"AV. PLACIDO DE CASTRO";"RS";"";"";"
";"33224868";"";"28/04/2020";0;"0";"0"
30835950;308;4563;0;"IKIGAI";"ROSE";"ROSELY TOMIKO SAKAI SANO";"35950803000191";"";"111333222";"@";"0";"";"N";1;"";"85807040";"COQUERIAL";"CASCAVEL";"";5246;"R. PARANA";"PR";"";"";"
";"33063141";"";"07/05/2020";0;"0";"0"
30933468;309;4583;0;"TABACARIA SNAKE - TOLEDO";"MARIANA";"TABACARIA SNAKE COMERCIO DE SUVENIRES LTDA";"33468837000380";"";"9084127709";"financeiro@tabacariasnake.com.br";"0";"DANIEL";"";0;"";"8590000";"CENTRO";"TOLEDO";"";3282;"RUA SANTOS DUMONT";"PR";"";"";"";"45933068013";"";"21/05/2020";0;"0";"0"
31010373;310;4563;0;"LUA COSMETICOS";"RENATA";"KN2 COMERCIO DE COSMETICOS LTDA";"10373833000151";"";"9045666678";"luacosmeticos@gmail.com";"0";"";"N";1;"";"85801050";"CENTRO";"CASCAVEL";"";735;"R. MARANHAO";"PR";"";"";"
";"999683037";"";"08/06/2020";0;"0";"0"
31122503;311;5582;0;"ARABE & PIZZA";"TIAGO";"LUSILENE SOARES DE ALMEIDA";"22503493000115";"";"124833405";"@";"0";"";"N";1;"";"47850000";"MIMOSO DO OESTE";"LUIS EDUARDO MAGALHAES";"";2394;"AVENIDA JK";"BA";"";"";"

";"7799853785";"";"10/06/2020";0;"0";"0"
31237184;312;4563;0;"CASA DAS BEBIDAS";"TESTE";"FERRAZ BEBIDAS E CONVENIENCIA LTDA";"37184412000139";"";"9084832275";"ferraztm@hotmail.com";"0";"";"N";3;"";"85805050";"CENTRO";"CASCAVEL";"";4603;"RUA CUIABA";"PR";"";"";"";"0000045";"";"10/06/2020";0;"0";"0"
31334300;313;4563;0;"FRUTARIA REAL - FACULDADE";"DANI/ZECA";"MULLER E MULLER REPRESENTACOES COMERCIAIS LTDA";"34300026000177";"";"";"frutariareal01@gmail .com";"0";"";"";1;"";"8580303";"FACULDADE";"CASCAVEL";"";902;"RUA RIO DA PAZ";"PR";"";"";"";"999263709";"";"30/06/2020";0;"0";"0"
31434500;314;4430;0;"FOX TABACARIA - PONTA GROSSA";"WILLIAN/ALISON";"FOX TABACARIA LTDA";"34500070000201";"";"9085137112";"alison@bigboss.com.br";"0";"";"N";1;"";"84010050";"CENTRO";"PONTA GROSSA";"";676;"RUA BALDUINO TAQUES";"PR";"";"";"
";"4530283563";"";"06/07/2020";0;"0";"0"
31535544;315;4563;0;"LOJA DO VILAO";"EDUARDO";"EDUARDO BELO DA SILVA";"35544495000102";"";"1112222333";"beloeduardo3@gmail.com";"0";"";"N";1;"";"85815460";"BRASILIA";"CASCAVEL";"";1212;"R. ALTEMAR DUTRA";"PR";"";"";"
";"999290130";"";"22/07/2020";0;"100";"300"
31615291;316;4563;0;"DENNEG FILMS E ACESSORIOS";"SANDRO";"SANDRO MARTINS DE OLIVEIRA FRARE-ME";"15291398000130";"";"9059440451";"dennegcvel@hotmail.com";"0";"";"N";3;"";"85810030";"CENTRO";"CASCAVEL";"";250;"R. RECIFE";"PR";"";"";"
";"4532225231";"";"23/07/2020";0;"0";"0"
31716638;317;4563;0;"LOJA SINTONIA";"DAVI";"SINTONIA STORE LTDA";"41421889000168";"";"111222333";"@";"0";"";"N";1;"";"85811290";"SÃO CRISTOVAO";"CASCAVEL";"";1495;"RUA JACAREZINHO";"PR";"";"";"

";"998037563";"";"24/07/2020";0;"0";"0"
31834225;318;4563;0;"NINO ESPETINHOS";"NINO";"NINO ESPETINHOS";"34225620000140";"";"111222333";"@";"0";"";"N";1;"";"85810220";"CENTRO";"CASCAVEL";"";386;"R. JORGE LACERDA";"PR";"";"";"
";"999894889";"";"03/08/2020";0;"0";"0"
31937753;319;4563;0;"PIZZARIA PALAZZO";"RAYHA";"RAYHA DOS SANTOS & CIA. LTDA.";"37753051000102";"";"9085390950";"pizzariapalazzocvel@gmail.com";"0";"";"N";1;"";"85814260";"INTERLAGOS";"CASCAVEL";"";268;"AV. INTERLAGOS";"PR";"";"";"
";"999370404";"";"04/08/2020";0;"0";"0"
32036169;320;4563;0;"CLEAN UP";"LEANDRO";"CLEAN UP";"36169026000105";"";"111222333";"vendascleanup@outlook.com";"0";"";"N";1;"";"85814660";"FLORESTA";"CASCAVEL";"";1446;"R. GALO DA SERRA";"PR";"";"";"
";"999170154";"";"07/08/2020";0;"0";"0"
32110804;321;5084;0;"CANTINA MARQUES MATRIZ";"FRANCIELE";"CANTINA MARQUES MATRIZ";"10804684000138";"";"111222333";"fran@galeteriacasadomarques.com.br";"0";"";"N";1;"";"85811290";"FLORESTA";"PORTO ALEGRE";"";1;"R. MARQUES DO POMBAL";"RS";"";"";"
";"5199608266";"";"12/08/2020";0;"0";"0"
32230572;322;4563;0;"PLUTAO LANCHES";"EDILSON";"PLUTAO LANCHES";"30572357000105";"";"111222333";"@";"0";"";"N";1;"";"85814165";"BRASMADEIRA";"CASCAVEL";"";79;"R. ORESTES KOLMAN";"PR";"";"";"




";"999544911";"";"19/08/2020";0;"0";"0"
32337724;323;4563;0;"AL MONDO AGENCIA E CAFE";"MARCUS VINICIUS CORBELINO JR";"M & F AGENCIA CAFE";"37724934000186";"";"908536015 ";"almondoturismo@hotmail.com";"0";"";"N";1;"";"85817090";"RECANTO TROPICAL";"CASCAVEL";"";3037;"RUA FORTALEZA ";"PR";"";"";"
";"45999497739";"";"24/08/2020";0;"0";"0"
32416638;324;4563;0;"PIT STOP";"ELIANE BETIM";"ELIANE APARECIDA BETIN";"16638863000129";"";"111222333";"elianebetim5@gmail.com";"0";"";"N";1;"";"85907448";"PINHEIRINHO";"CASCAVEL";"";25;"R. OSORIO DE OLIVEIRA";"PR";"";"";"

";"45999357111";"";"25/08/2020";0;"0";"0"
32522908;325;4563;0;"PIZZARIA VILA RICA";"FELIPE";"F. DE MORAES LIMA PIZZARIA";"22908157000152";"";"9084743922";"felippe19lima@hotmail.com";"0";"";"N";1;"";"85815410";"BRASILIA";"CASCAVEL";"";1771;"RUA AGOSTINHO DOS SANTOS";"PR";"";"";"
";"998037444";"";"25/08/2020";0;"0";"0"
32616638;326;4563;0;"TESTE";"TESTE";"TESTE";"16638863000129";"";"111222333";"@";"0";"";"N";1;"";"85811290";"CENTRO";"CASCAVEL";"";123;"R.TAL";"PR";"";"";"
";"111222333";"";"27/08/2020";0;"0";"0"
32730987;327;3250;0;"MAIS QUE PAO";"SANDRA";"MAIS QUE PAO LTDA";"30987802000106";"";"9823762";"panificadoramaisquepao@outlook.com";"0";"";"N";1;"";"65066844";"CHACARA BRASIL";"SAO LUIS";"";50;"AV MATO GROSSO";"MA";"";"";"
";"98991879998";"";"15/09/2020";0;"0";"0"
32836863;328;4563;0;"CAVERNOSO DO CHURRASCO";"DIEGO";"DIEGO TUPI REINHARDT SOUZA NETO ARTIGOS P/CHURRASCO";"36863811000163";"";"9086012461";"@";"0";"";"N";1;"";"85805250";"ALTO ALEGRE";"CASCAVEL";"";1232;"R. CASEMIRO DE ABREU";"PR";"";"";"
";"30376699";"";"15/09/2020";0;"0";"0"
32923670;329;4563;0;"LOJA KIWI";"MARCELO";"M S LEMES CONFECCOES ERIELE ME";"23670760000101";"";"9070842480";"marcelos_lemes@yahoo.com.br";"0";"";"N";1;"";"85810000";"CENTRO";"CASCAVEL";"";2810;"R. PARANA";"PR";"";"";"
";"30351819";"";"21/09/2020";0;"0";"0"
33026699;330;4563;0;"THE DOCTOR ";"RAFAEL";"BISINELLA & SOUZA LTDA - ME";"26699347000168";"";"9073931786";"@";"0";"";"N";1;"";"85801150";"CENTRO";"CASCAVEL";"";1;"R. SAO PAULO";"PR";"";"";"
";"991455562";"";"22/09/2020";0;"0";"0"
33129133;331;4504;0;"COMERCIO DE GAS O PONTO";"LUCAS";"V. FERREIRA COMERCIO DE GAS O PONTO LTDA";"29133800000162";"";"9086009240";"@";"0";"";"N";1;"";"85408000";"DIAMANTE";"DIAMANTE DO SUL";"";1;"AV. ROSE CARRIEL RIBEIRO";"PR";"";"";"";"999861583";"";"23/09/2020";0;"0";"0"
33239021;332;4563;0;"FRUTARIA REAL - CASCAVEL VELHO";"DANI";"SANTOS COMERCIO DE HORTIFRUTI GRANJEIROS";"39021891000106";"";"";"frutariareal01@gmail.com";"0";"";"";0;"";"8581818";"CASCAVEL VELHO";"CASCAVEL";"";1122;"RUA ITALIA";"PR";"";"";"";"4599912767";"";"29/09/2020";0;"0";"0"
33339239;333;4563;0;"KIWI FLORESTA";"ADRIANA";"A L COMERCIO DE CONFECCOES LTDA";"39239558000160";"";"9086350510";"@";"0";"";"N";1;"";"85814760";"FLORESTA";"CASCAVEL";"";1429;"AVENIDA PAPAGAIOS";"PR";"";"";"";"999933129";"";"30/09/2020";0;"0";"0"
